Number,Collision_Date,Collision_Time,Day_Of_Week,Longitude,Latitude
10739,2021-01-18,13:04:00,Monday,-117.02548,32.80313
10740,2021-02-11,16:04:00,Thursday,-117.23372,32.76732
10741,2021-02-25,07:03:04,Thursday,-117.1009,32.7496
10742,2021-03-05,16:05:01,Friday,-117.09309,32.93581
10743,2021-03-05,11:01:00,Friday,-117.26976,32.84827
10744,2021-02-22,16:02:03,Monday,-117.10559,32.74968
10745,2021-02-15,09:03:07,Monday,-117.21978,32.75742
10746,2021-01-28,21:04:01,Thursday,-117.1009,32.71148
10747,2021-02-22,18:01:02,Monday,-117.18431,32.83439
10748,2021-02-22,14:04:07,Monday,-117.1576,32.70478
10749,2021-02-13,16:05:00,Saturday,-117.15469,32.7147
10750,2021-02-17,10:00:06,Wednesday,-117.23411,32.95164
10751,2021-02-18,02:00:00,Thursday,-117.06831,32.92212
10752,2021-02-20,03:03:00,Saturday,-117.05474,32.75538
10753,2021-02-21,17:01:05,Sunday,-117.15098,32.81002
10754,2021-02-21,18:02:00,Sunday,-117.1338,32.69385
10755,2021-02-24,17:00:00,Wednesday,-117.0579,32.77086
10756,2021-02-24,17:00:09,Wednesday,-117.08478,32.74167
10757,2021-02-24,10:03:08,Wednesday,-117.144,32.91282
10758,2021-02-24,09:00:00,Wednesday,-117.1394,32.8347
10759,2021-02-25,15:01:02,Thursday,-117.11928,32.74977
10760,2021-02-25,17:03:04,Thursday,-117.25736,32.79809
10761,2021-02-24,17:02:00,Wednesday,-117.195,32.87592
10762,2021-02-21,15:05:05,Sunday,-117.06791,32.8095
10763,2021-02-16,19:03:00,Tuesday,-117.25492,32.79471
10764,2021-02-23,14:01:08,Tuesday,-117.20726,32.78176
10765,2021-02-23,14:03:09,Tuesday,-117.19115,32.85261
10766,2021-02-21,11:03:00,Sunday,-117.144,32.91282
10767,2021-02-22,23:01:03,Monday,-117.23914,32.80311
10768,2021-02-26,01:01:09,Friday,-117.03221,32.58372
10769,2021-02-18,17:05:09,Thursday,-117.16385,32.7419
10770,2021-02-21,23:04:02,Sunday,-117.1611,32.71885
10771,2021-02-25,13:05:03,Thursday,-116.97783,32.78477
10772,2021-02-26,12:05:03,Friday,-117.07147,32.75924
10773,2021-02-26,14:03:05,Friday,-117.21421,32.76179
10774,2021-02-26,18:02:00,Friday,-117.09697,32.58378
10775,2021-02-28,02:04:02,Sunday,-117.13388,32.70529
10776,2021-02-27,08:03:00,Saturday,-117.14529,33.00561
10777,2021-02-12,20:02:06,Friday,-117.09221,32.75604
10778,2021-02-17,07:01:05,Wednesday,-117.15282,32.71249
10779,2021-02-17,22:04:07,Wednesday,-117.14945,32.70628
10780,2021-02-17,16:00:00,Wednesday,-117.2348,32.79919
10781,2021-02-18,01:01:01,Thursday,-117.125,32.76059
10782,2021-02-18,20:04:08,Thursday,-117.07114,32.58245
10783,2021-02-18,14:04:00,Thursday,-117.12024,32.69204
10784,2021-03-11,11:01:08,Thursday,-117.0982,32.77345
10785,2021-03-17,14:01:00,Wednesday,-117.23455,32.75707
10786,2020-01-29,15:00:00,Wednesday,-117.06241,32.56437
10787,2020-01-06,15:00:05,Monday,-117.15944,32.73145
10788,2021-03-11,16:05:00,Thursday,-117.17142,32.90762
10789,2021-03-10,15:04:05,Wednesday,-117.16919,32.72194
10790,2021-03-05,13:00:06,Friday,-117.0923,32.74955
10791,2021-03-07,15:02:00,Sunday,-116.98834,32.54829
10792,2021-03-08,22:00:04,Monday,-117.13553,32.90577
10793,2021-03-07,21:03:08,Sunday,-117.13563,32.91279
10794,2021-03-09,10:01:00,Tuesday,-117.11928,32.74977
10795,2021-03-08,10:05:06,Monday,-117.02909,32.6835
10796,2021-03-04,07:01:00,Thursday,-117.14676,32.71154
10797,2021-03-03,06:05:02,Wednesday,-117.228,32.72606
10798,2021-03-10,06:03:00,Wednesday,-117.09263,32.58374
10799,2021-02-24,08:04:02,Wednesday,-117.05029,32.56844
10800,2021-03-04,20:05:02,Thursday,-117.07856,32.74852
10801,2021-03-10,05:01:09,Wednesday,-117.24449,32.72642
10802,2021-03-11,15:00:00,Thursday,-117.0793,32.56531
10803,2021-03-11,17:02:07,Thursday,-117.08459,33.0088
10804,2021-03-24,05:03:00,Wednesday,-117.08601,32.77007
10805,2021-03-20,06:00:00,Saturday,-116.97745,32.56412
10806,2021-04-02,18:05:08,Friday,-117.25126,32.79553
10807,2021-03-28,20:02:08,Sunday,-117.2344,32.80121
10808,2021-03-04,09:00:07,Thursday,-116.92783,32.56004
10809,2021-03-13,03:03:00,Saturday,-117.14268,32.79781
10810,2021-02-26,10:05:07,Friday,-117.1735,32.72511
10811,2021-02-18,16:00:04,Thursday,-117.17213,32.82093
10812,2021-03-28,12:05:05,Sunday,-117.19211,32.9607
10813,2021-03-18,12:02:05,Thursday,-117.12543,32.68584
10814,2021-03-24,23:03:09,Wednesday,-117.16376,32.71044
10815,2021-03-31,17:00:09,Wednesday,-117.14752,32.74113
10816,2021-03-28,18:01:03,Sunday,-117.16379,32.71142
10817,2021-04-01,16:02:00,Thursday,-117.08305,32.58388
10818,2021-03-31,21:05:05,Wednesday,-117.09698,32.77237
10819,2021-03-31,18:04:07,Wednesday,-117.23306,32.79994
10820,2021-04-02,10:01:00,Friday,-117.07946,32.751
10821,2021-04-03,12:03:09,Saturday,-117.17344,32.82022
10822,2021-04-02,23:03:05,Friday,-117.16393,32.74997
10823,2021-04-20,21:05:07,Tuesday,-116.93431,32.56024
10824,2021-04-03,02:01:00,Saturday,-117.12592,32.75523
10825,2021-04-02,12:01:07,Friday,-117.08902,32.93483
10826,2021-04-02,14:05:00,Friday,-117.15157,32.72359
10827,2021-04-02,03:05:04,Friday,-117.144,32.91651
10828,2021-04-02,13:01:05,Friday,-117.08361,32.75615
10829,2021-04-01,19:01:01,Thursday,-117.15834,32.71572
10830,2021-03-13,15:05:00,Saturday,-117.06065,32.76508
10831,2021-03-12,13:03:09,Friday,-117.09165,32.74954
10832,2021-03-13,12:01:05,Saturday,-117.13934,32.90792
10833,2021-03-11,20:04:09,Thursday,-117.15742,32.74839
10834,2021-03-08,13:05:02,Monday,-117.12726,32.80017
10835,2021-03-14,02:50:00,Sunday,-117.07569,32.72124
10836,2021-03-06,18:01:05,Saturday,-117.03894,32.55121
10837,2021-03-07,14:04:08,Sunday,-117.25648,32.855
10838,2021-03-01,16:02:02,Monday,-117.10373,32.71148
10839,2021-03-05,21:03:00,Friday,-117.17165,32.76001
10840,2021-03-07,02:03:00,Sunday,-117.13927,32.7673
10841,2021-03-01,06:04:00,Monday,-117.21312,32.80009
10842,2021-03-05,16:02:05,Friday,-117.05148,32.76864
10843,2021-03-05,17:00:00,Friday,-117.12225,32.75441
10844,2021-03-06,15:02:03,Saturday,-117.17876,32.83441
10845,2021-03-06,13:04:06,Saturday,-117.03894,32.55121
10846,2021-03-05,14:00:00,Friday,-117.10246,32.68981
10847,2021-03-05,23:00:03,Friday,-117.23698,32.98098
10848,2021-02-19,23:01:08,Friday,-117.23451,32.79931
10849,2021-03-16,21:05:08,Tuesday,-117.06043,32.5685
10850,2021-03-18,08:03:05,Thursday,-117.14586,32.83274
10851,2021-03-19,14:04:09,Friday,-117.18632,32.87686
10852,2021-03-21,13:03:03,Sunday,-117.15385,32.76815
10853,2021-03-17,19:03:08,Wednesday,-117.14004,32.91777
10854,2021-03-21,17:03:05,Sunday,-117.23417,32.95386
10855,2021-03-21,14:02:00,Sunday,-117.15426,32.70797
10856,2021-03-22,16:02:04,Monday,-117.0836,32.75724
10857,2021-03-22,16:01:05,Monday,-117.09958,32.79045
10858,2021-03-22,15:04:00,Monday,-117.22683,32.98356
10859,2021-02-17,07:03:02,Wednesday,-117.19721,32.76504
10860,2021-02-24,12:00:04,Wednesday,-117.23031,32.74094
10861,2021-03-11,07:02:05,Thursday,-117.12178,32.76339
10862,2021-03-12,10:03:06,Friday,-117.07438,32.75855
10863,2021-03-17,19:05:06,Wednesday,-117.06692,32.76043
10864,2021-03-16,03:04:05,Tuesday,-117.04881,32.70365
10866,2021-03-16,09:03:06,Tuesday,-117.07722,33.01089
10867,2021-03-08,14:01:01,Monday,-117.20566,32.75032
10868,2021-03-17,22:02:07,Wednesday,-117.1639,32.74827
10869,2021-03-14,18:01:00,Sunday,-117.2184,32.86962
10870,2021-03-14,20:05:01,Sunday,-117.0644,32.77047
10872,2021-03-19,06:02:00,Friday,-117.0854,32.57649
10873,2021-03-19,09:01:08,Friday,-117.24872,32.74035
10874,2021-03-20,14:03:05,Saturday,-117.08522,32.69672
10875,2021-03-20,22:04:05,Saturday,-117.25348,32.78808
10876,2021-03-21,11:00:00,Sunday,-117.1639,32.74827
10877,2021-03-21,17:00:00,Sunday,-117.23031,32.76137
10878,2021-03-21,09:03:09,Sunday,-117.14026,32.71055
10879,2021-03-17,23:00:00,Wednesday,-117.23796,32.73752
10880,2021-03-19,14:01:07,Friday,-117.13821,32.76099
10881,2021-03-21,15:05:05,Sunday,-117.06206,32.78337
10882,2021-03-11,19:05:05,Thursday,-117.11245,32.69511
10883,2021-03-13,17:02:04,Saturday,-117.14133,32.75723
10884,2021-03-20,11:04:04,Saturday,-117.08421,32.72469
10885,2021-03-19,20:04:05,Friday,-117.08601,32.77007
10886,2021-03-19,07:02:01,Friday,-117.09274,32.5765
10887,2021-03-19,20:04:00,Friday,-117.16199,32.71568
10888,2021-03-25,09:00:01,Thursday,-117.16639,32.76148
10889,2021-02-11,20:04:00,Thursday,-117.12948,32.69596
10890,2021-03-25,15:05:04,Thursday,-117.13895,32.76624
10891,2021-03-25,16:02:00,Thursday,-117.12032,32.68893
10892,2021-03-21,19:01:03,Sunday,-117.18833,32.7948
10893,2021-03-24,23:01:09,Wednesday,-117.10155,32.7802
10894,2021-03-19,23:00:03,Friday,-117.21103,32.79829
10895,2021-03-21,12:00:00,Sunday,-117.10083,32.75507
10896,2021-03-24,06:04:03,Wednesday,-117.11197,32.93679
10897,2021-03-23,17:03:06,Tuesday,-117.14933,32.70523
10898,2021-03-23,09:01:05,Tuesday,-117.10963,32.68273
10899,2021-03-27,19:03:03,Saturday,-117.14495,32.74644
10900,2021-03-27,12:00:07,Saturday,-117.12954,32.70531
10901,2021-03-27,05:05:06,Saturday,-117.13565,32.92349
10902,2021-03-27,07:03:06,Saturday,-117.11798,32.90337
10903,2021-03-26,16:05:02,Friday,-117.15876,32.96413
10904,2021-03-26,19:05:00,Friday,-117.13813,32.71162
10905,2021-03-27,20:03:05,Saturday,-117.24762,32.74474
10906,2021-03-27,23:04:02,Saturday,-117.24785,32.79723
10908,2021-03-02,15:05:07,Tuesday,-117.14946,32.70836
10909,2021-03-12,15:04:02,Friday,-117.24792,32.73207
10910,2021-03-18,16:05:00,Thursday,-117.11872,32.69805
10911,2021-03-24,09:04:05,Wednesday,-117.19697,32.70001
10912,2021-03-22,10:05:00,Monday,-117.19441,32.9523
10913,2021-03-21,19:02:01,Sunday,-117.14432,32.82171
10914,2021-03-26,06:05:09,Friday,-117.20689,32.77501
10915,2021-03-20,11:02:07,Saturday,-117.11682,32.70483
10916,2021-03-19,16:00:00,Friday,-117.1009,32.7496
10917,2021-03-19,14:05:00,Friday,-117.08493,32.72277
10918,2021-03-18,13:03:09,Thursday,-117.15919,32.70765
10919,2021-02-28,05:03:01,Sunday,-117.19268,32.7294
10920,2021-04-11,13:00:00,Sunday,-117.2086,32.76713
10921,2021-04-04,13:02:06,Sunday,-117.22877,32.86826
10922,2021-04-08,12:05:09,Thursday,-117.13396,32.95335
10923,2021-04-08,20:00:00,Thursday,-116.97783,32.78477
10924,2021-04-09,15:04:05,Friday,-117.1602,32.71362
10925,2021-04-09,16:03:00,Friday,-117.16389,32.72716
10926,2021-04-09,22:04:02,Friday,-117.23532,32.80102
10927,2021-03-29,11:00:07,Monday,-117.15473,32.71783
10928,2021-04-07,05:04:04,Wednesday,-117.1086,32.75117
10929,2021-04-05,12:05:00,Monday,-117.18949,32.82587
10930,2021-04-03,06:01:05,Saturday,-117.13474,33.02164
10931,2021-04-05,17:05:08,Monday,-117.16711,32.82059
10932,2021-04-05,21:00:05,Monday,-117.09364,32.70417
10933,2021-03-24,13:01:00,Wednesday,-117.09432,32.75864
10934,2021-04-08,06:02:05,Thursday,-117.14187,32.80492
10935,2021-04-08,19:01:08,Thursday,-117.16322,32.73136
10936,2021-04-02,09:05:00,Friday,-117.27201,32.835
10937,2021-04-06,13:00:00,Tuesday,-117.2086,32.76713
10938,2021-04-10,17:03:00,Saturday,-117.27695,32.8329
10939,2021-04-12,20:03:00,Monday,-117.23938,32.79502
10940,2021-04-16,17:04:06,Friday,-117.06692,32.76043
10941,2021-04-16,17:04:05,Friday,-117.09584,32.75554
10943,2021-04-17,05:05:03,Saturday,-117.04749,32.56285
10944,2021-04-17,12:00:00,Saturday,-117.16019,32.71885
10945,2021-04-17,13:04:09,Saturday,-117.13572,32.74846
10946,2021-04-17,18:03:05,Saturday,-117.1723,32.72548
10947,2021-04-18,12:03:05,Sunday,-117.20689,32.77501
10948,2021-04-16,20:00:03,Friday,-117.21963,32.77824
10949,2021-04-16,22:00:00,Friday,-117.19338,32.79741
10950,2021-04-14,08:05:05,Wednesday,-117.14982,32.75068
10951,2021-04-13,20:03:02,Tuesday,-117.16918,32.73093
10952,2021-04-14,21:00:00,Wednesday,-117.16048,32.707
10953,2021-04-13,22:03:09,Tuesday,-117.15469,32.71364
10954,2021-04-12,23:02:00,Monday,-117.1837,32.91834
10955,2021-04-11,13:03:00,Sunday,-117.19683,32.80135
10956,2021-04-14,14:04:06,Wednesday,-117.08703,32.74725
10957,2021-04-18,15:03:05,Sunday,-117.1751,32.82273
10958,2021-04-16,19:05:07,Friday,-117.08058,32.74901
10959,2021-04-15,11:00:01,Thursday,-117.10569,32.74968
10960,2020-12-08,09:00:08,Tuesday,-117.17731,32.72828
10961,2020-12-06,02:04:08,Sunday,-117.20503,32.75307
10963,2021-04-22,22:03:04,Thursday,-117.2374,32.75407
10964,2021-04-21,16:03:00,Wednesday,-117.2126,32.74432
10965,2021-04-14,20:04:07,Wednesday,-117.20164,32.89368
10966,2021-04-02,19:02:05,Friday,-117.11935,32.69284
10967,2021-04-14,13:03:04,Wednesday,-117.10094,32.74587
10968,2021-04-08,22:03:07,Thursday,-117.24227,32.87014
10969,2021-04-27,16:00:03,Tuesday,-117.17371,32.72951
10970,2021-04-30,12:05:05,Friday,-117.10292,32.83097
10971,2021-04-30,15:03:09,Friday,-117.09375,32.69679
10972,2021-04-30,15:04:00,Friday,-117.03922,32.54949
10973,2021-04-30,16:02:04,Friday,-117.16113,32.72408
10974,2021-04-30,17:05:08,Friday,-117.25431,32.79275
10976,2021-05-01,13:03:05,Saturday,-117.23792,32.76547
10977,2021-05-01,17:04:00,Saturday,-117.11948,32.71036
10978,2021-05-01,23:05:06,Saturday,-117.16296,32.72411
10979,2021-05-02,02:03:00,Sunday,-117.2228,32.86135
10980,2021-05-02,20:02:03,Sunday,-117.14372,32.74844
10981,2021-05-03,20:01:07,Monday,-117.0244,32.71233
10982,2021-05-01,20:01:05,Saturday,-117.11452,32.70484
10983,2021-06-04,14:00:06,Friday,-117.2426,32.86882
10984,2021-06-15,15:00:00,Tuesday,-117.11065,32.93649
10985,2021-06-11,12:01:05,Friday,-117.22635,32.72799
10986,2021-03-18,12:00:01,Thursday,-116.98823,32.56802
10987,2021-04-11,19:04:09,Sunday,-117.23273,32.76414
10988,2021-03-19,22:05:08,Friday,-117.17014,32.79371
10989,2021-03-21,12:03:07,Sunday,-117.07716,33.00899
10990,2021-03-26,19:05:00,Friday,-117.09775,32.78529
10991,2021-04-11,22:00:00,Sunday,-117.13094,32.83134
10992,2021-05-02,21:04:01,Sunday,-117.17743,32.7276
10993,2021-06-23,16:02:00,Wednesday,-117.24348,32.87156
10994,2021-05-29,23:03:00,Saturday,-117.09874,32.5765
10995,2021-06-01,11:03:05,Tuesday,-116.95504,32.55621
10996,2021-05-03,19:03:00,Monday,-117.09177,32.79974
10997,2021-05-05,15:04:05,Wednesday,-117.0699,32.74435
10998,2021-04-19,15:02:06,Monday,-117.08406,32.5639
10999,2021-04-25,18:00:00,Sunday,-117.16566,32.72089
11000,2021-03-17,22:04:02,Wednesday,-117.1313,32.91517
11001,2021-04-18,20:05:00,Sunday,-117.12991,32.7064
11002,2021-04-19,18:00:00,Monday,-117.04031,32.58014
11003,2021-04-20,18:02:07,Tuesday,-117.085,32.70451
11004,2021-02-21,16:02:08,Sunday,-117.07576,33.00745
11005,2021-04-23,21:04:00,Friday,-117.17174,32.78337
11006,2021-04-24,18:00:00,Saturday,-117.24441,32.80698
11007,2021-04-24,18:01:00,Saturday,-117.12678,32.96334
11008,2021-04-24,21:01:07,Saturday,-117.08347,32.99473
11009,2021-04-25,01:02:06,Sunday,-117.15562,32.71886
11010,2021-04-25,19:02:00,Sunday,-117.14944,32.70941
11011,2021-04-23,15:05:00,Friday,-117.21324,32.82865
11012,2021-04-24,10:04:05,Saturday,-117.13814,32.77774
11013,2021-04-21,16:02:07,Wednesday,-117.23871,32.79924
11014,2021-04-22,07:02:05,Thursday,-116.95524,33.09259
11015,2021-04-23,15:04:00,Friday,-117.25867,32.94876
11016,2021-04-24,19:02:00,Saturday,-117.10157,32.78017
11017,2021-04-22,10:04:02,Thursday,-117.00051,32.57968
11018,2021-05-06,15:02:02,Thursday,-117.15802,32.73209
11019,2021-04-27,09:00:07,Tuesday,-117.08398,32.94557
11020,2021-04-27,13:03:04,Tuesday,-117.20494,32.75153
11021,2021-04-26,13:02:00,Monday,-117.16114,32.72303
11022,2021-04-28,18:02:07,Wednesday,-117.20102,32.75055
11023,2021-04-29,06:04:00,Thursday,-117.19195,32.85238
11024,2021-04-16,15:03:05,Friday,-117.13401,32.96348
11025,2021-04-28,19:00:02,Wednesday,-117.2346,32.7873
11026,2021-05-08,17:05:03,Saturday,-117.14805,32.91267
11027,2021-05-09,01:03:00,Sunday,-117.07965,32.73586
11028,2021-05-10,16:01:05,Monday,-117.11686,32.70563
11029,2021-05-05,20:00:00,Wednesday,-117.229,32.73053
11030,2021-05-03,14:03:06,Monday,-117.15928,32.71884
11031,2021-05-11,16:04:00,Tuesday,-117.07848,32.69316
11032,2021-05-11,15:01:02,Tuesday,-117.08361,32.75655
11033,2021-04-28,12:01:05,Wednesday,-117.21415,32.87513
11034,2021-04-28,08:05:08,Wednesday,-117.24848,32.73755
11035,2021-05-07,15:01:08,Friday,-117.12757,32.83976
11036,2021-05-07,02:50:00,Friday,-117.1834,32.74183
11037,2021-05-13,15:05:05,Thursday,-117.10737,32.89583
11038,2021-05-08,15:03:03,Saturday,-117.15189,32.71011
11039,2021-05-03,15:05:03,Monday,-117.05995,32.75421
11040,2021-05-06,17:03:00,Thursday,-117.16563,32.71883
11041,2021-05-06,16:00:00,Thursday,-117.21838,32.87136
11042,2021-05-06,20:01:08,Thursday,-117.18195,32.81926
11043,2021-05-13,16:01:04,Thursday,-117.15772,32.7178
11044,2021-05-07,11:01:00,Friday,-117.20245,32.82832
11045,2021-05-05,15:01:04,Wednesday,-117.16384,32.71883
11046,2021-05-02,08:05:03,Sunday,-117.16135,32.77203
11047,2021-05-06,12:00:00,Thursday,-117.09222,32.75495
11048,2021-05-06,14:00:02,Thursday,-117.14019,32.77202
11049,2021-04-29,13:03:00,Thursday,-117.16113,32.71989
11050,2021-04-12,14:03:00,Monday,-117.16921,32.71986
11051,2021-05-22,13:04:00,Saturday,-117.25852,32.80494
11052,2021-05-24,06:04:00,Monday,-117.17517,32.73229
11053,2021-05-29,12:02:07,Saturday,-117.1639,32.74827
11054,2021-05-21,20:05:09,Friday,-117.24816,32.79814
11055,2021-06-08,07:02:09,Tuesday,-117.06201,32.58377
11056,2021-06-07,23:03:00,Monday,-117.24342,32.74957
11057,2021-06-09,20:02:06,Wednesday,-117.2434,32.74343
11058,2021-06-10,08:00:00,Thursday,-117.11065,32.93649
11059,2021-06-11,20:04:09,Friday,-117.22203,32.98369
11060,2021-06-16,21:02:00,Wednesday,-117.25001,32.79774
11061,2021-06-10,17:04:02,Thursday,-117.18893,32.74633
11062,2021-06-12,17:02:03,Saturday,-117.19697,32.70001
11063,2021-06-13,16:05:00,Sunday,-117.24056,32.79882
11064,2021-06-13,09:01:05,Sunday,-117.24089,32.80272
11065,2021-06-06,17:00:00,Sunday,-117.2421,32.87001
11066,2021-06-01,19:02:07,Tuesday,-117.0903,32.96531
11067,2021-04-21,06:05:00,Wednesday,-117.15557,32.7094
11068,2021-04-21,05:05:00,Wednesday,-117.23528,32.93476
11069,2021-04-20,15:03:04,Tuesday,-117.25692,32.8012
11070,2021-04-20,22:01:00,Tuesday,-117.17142,32.90762
11071,2021-04-21,13:03:05,Wednesday,-117.08348,32.70522
11072,2021-04-20,10:01:07,Tuesday,-117.11197,32.93679
11074,2021-04-16,15:02:00,Friday,-117.0797,32.73247
11076,2021-04-21,17:04:00,Wednesday,-117.22194,32.75434
11077,2021-04-25,20:03:09,Sunday,-117.0845,32.71045
11078,2021-04-26,12:02:05,Monday,-117.22829,32.92227
11079,2021-04-25,18:01:03,Sunday,-117.15281,32.71046
11080,2021-04-26,18:00:05,Monday,-117.10202,32.74962
11081,2021-04-26,21:03:04,Monday,-117.22895,32.95083
11082,2021-03-02,21:00:09,Tuesday,-117.19485,32.83129
11083,2021-04-09,12:03:00,Friday,-117.09988,32.729
11084,2021-05-04,19:04:07,Tuesday,-117.08188,32.70619
11085,2021-05-05,22:00:01,Wednesday,-117.05737,32.767
11086,2021-05-20,21:05:04,Thursday,-117.12302,32.71516
11087,2021-05-01,19:04:01,Saturday,-117.24017,32.7664
11089,2021-05-02,01:02:00,Sunday,-117.25871,32.80708
11090,2021-05-03,12:00:03,Monday,-117.09225,32.73716
11091,2021-05-03,12:00:08,Monday,-117.14933,32.75222
11092,2021-05-03,14:04:00,Monday,-117.26082,32.80438
11093,2021-03-30,06:01:08,Tuesday,-117.0937,32.70415
11094,2021-04-03,20:00:08,Saturday,-117.16516,32.70934
11095,2021-04-11,08:00:05,Sunday,-117.1638,32.71564
11097,2021-05-11,17:00:00,Tuesday,-117.17125,32.83588
11098,2021-05-08,20:04:00,Saturday,-117.14949,32.70628
11099,2021-05-12,22:02:00,Wednesday,-117.05307,32.72399
11100,2021-04-21,14:04:00,Wednesday,-117.03642,32.66057
11101,2021-05-21,10:00:00,Friday,-117.08882,33.00818
11102,2021-05-13,17:05:09,Thursday,-117.13377,32.71478
11103,2021-05-13,15:00:00,Thursday,-117.09804,32.69682
11104,2021-05-13,16:00:00,Thursday,-117.28104,32.84151
11105,2021-05-12,09:05:02,Wednesday,-117.27264,32.84097
11106,2021-05-22,03:01:00,Saturday,-117.1665,32.71775
11107,2021-05-22,09:04:03,Saturday,-117.19478,32.8319
11108,2021-05-19,20:03:02,Wednesday,-117.07953,32.74331
11109,2021-04-27,15:03:05,Tuesday,-117.12613,32.71467
11110,2021-04-04,15:03:00,Sunday,-117.1163,32.89628
11111,2021-05-08,16:03:09,Saturday,-117.14629,32.74644
11112,2021-05-14,11:02:00,Friday,-117.24281,32.79335
11113,2021-05-15,14:01:08,Saturday,-117.12526,32.71379
11114,2021-05-15,23:00:00,Saturday,-117.16288,32.71142
11115,2021-05-17,13:04:05,Monday,-117.19828,32.80281
11116,2021-05-18,21:05:01,Tuesday,-117.08424,32.7491
11117,2021-05-04,18:04:05,Tuesday,-117.23281,32.76414
11118,2021-05-14,16:01:04,Friday,-117.12125,32.83311
11119,2021-05-12,10:05:05,Wednesday,-117.06823,32.97375
11120,2021-04-19,22:02:01,Monday,-117.23866,32.79248
11121,2021-04-30,12:04:00,Friday,-117.15562,32.71886
11122,2021-05-15,14:03:09,Saturday,-117.0836,32.75724
11123,2021-05-17,17:03:01,Monday,-116.97978,32.54884
11124,2021-05-08,10:00:00,Saturday,-117.09114,32.71006
11125,2021-05-08,20:00:08,Saturday,-117.04877,32.70266
11126,2021-05-10,11:04:02,Monday,-117.24821,32.7464
11127,2021-05-09,12:04:03,Sunday,-117.17373,32.77517
11128,2021-05-14,03:05:00,Friday,-117.15566,32.71152
11129,2021-05-17,05:04:09,Monday,-117.23942,32.95176
11130,2021-05-24,09:05:05,Monday,-117.17262,32.8779
11131,2021-05-10,15:01:07,Monday,-117.08495,32.72142
11132,2021-05-12,16:02:01,Wednesday,-117.08505,32.71201
11133,2021-05-13,19:05:05,Thursday,-117.23312,32.75986
11134,2021-05-19,18:03:00,Wednesday,-117.24715,32.8094
11136,2021-05-25,06:04:09,Tuesday,-117.12347,32.83333
11137,2021-05-26,13:04:00,Wednesday,-117.16119,32.72633
11138,2021-05-25,17:02:00,Tuesday,-117.12228,32.8287
11139,2021-05-26,16:01:04,Wednesday,-116.97781,32.78478
11140,2021-05-25,06:01:05,Tuesday,-117.19064,32.76789
11141,2021-05-20,15:02:05,Thursday,-117.1741,32.69594
11142,2021-05-19,15:05:01,Wednesday,-117.13373,32.69091
11143,2021-05-19,10:02:02,Wednesday,-117.05486,32.70382
11144,2021-05-16,04:00:02,Sunday,-117.1447,32.93196
11145,2021-05-12,12:04:00,Wednesday,-117.10355,32.82927
11146,2021-05-16,10:05:01,Sunday,-117.13941,32.69268
11147,2021-05-16,07:02:00,Sunday,-117.05955,32.81702
11148,2021-03-05,18:00:06,Friday,-117.09296,32.92611
11149,2021-05-21,16:02:01,Friday,-117.07948,32.74879
11150,2021-05-27,15:03:05,Thursday,-117.12945,32.719
11151,2021-05-30,12:00:00,Sunday,-117.19697,32.70001
11152,2021-05-30,17:01:07,Sunday,-117.22096,32.95597
11153,2021-05-27,22:04:02,Thursday,-117.24447,32.74281
11154,2021-05-28,12:05:01,Friday,-117.02951,32.54514
11155,2021-05-21,17:02:01,Friday,-117.11685,32.70563
11156,2021-05-24,01:03:07,Monday,-117.172,32.72557
11157,2021-05-03,09:01:00,Monday,-117.10099,32.73874
11158,2021-05-16,17:03:02,Sunday,-117.07741,32.75812
11159,2021-05-21,23:04:03,Friday,-117.12973,32.80983
11160,2021-05-24,16:03:04,Monday,-117.22934,32.75259
11161,2021-05-24,18:00:02,Monday,-117.15334,32.76686
11162,2021-05-29,20:04:00,Saturday,-117.25357,32.78711
11163,2021-05-29,21:03:05,Saturday,-117.16742,32.71565
11164,2021-04-12,19:05:05,Monday,-117.04528,32.55829
11165,2021-05-16,19:02:01,Sunday,-117.11311,32.74973
11166,2021-05-20,01:04:02,Thursday,-117.07575,32.56909
11167,2021-06-12,09:02:00,Saturday,-117.13382,32.70846
11168,2021-06-13,01:01:08,Sunday,-117.18195,32.81926
11169,2021-06-13,22:04:00,Sunday,-117.23372,32.76782
11170,2021-06-04,16:00:00,Friday,-117.16865,32.7498
11171,2021-06-04,10:02:00,Friday,-117.127,32.89371
11172,2021-06-01,17:04:08,Tuesday,-117.21103,32.79829
11173,2021-06-20,17:02:02,Sunday,-117.13534,32.70847
11174,2021-06-21,17:05:01,Monday,-117.18828,32.75396
11175,2021-06-20,03:05:05,Sunday,-117.17109,32.71458
11176,2021-06-05,17:05:02,Saturday,-117.14896,32.8213
11177,2021-05-26,16:01:09,Wednesday,-116.9721,32.55331
11178,2021-05-11,20:05:02,Tuesday,-117.10324,32.68454
11179,2021-05-29,11:00:08,Saturday,-117.23792,32.76547
11180,2021-06-14,23:00:04,Monday,-117.14027,32.7116
11181,2021-08-30,16:02:02,Monday,-117.15843,32.83271
11182,2021-09-10,23:02:05,Friday,-117.04649,32.68898
11184,2021-05-21,08:01:01,Friday,-117.14021,32.70843
11185,2021-05-21,09:01:08,Friday,-117.14922,32.75227
11186,2021-05-21,13:02:04,Friday,-117.11665,32.88057
11187,2021-05-31,15:04:05,Monday,-117.14187,32.80492
