Number,Collision_Date,Collision_Time,Day_Of_Week,Longitude,Latitude
2283,2020-10-28,07:05:01,Wednesday,-117.08503,32.71046
2284,2020-10-26,08:00:02,Monday,-117.19035,32.76702
2286,2022-04-10,23:03:05,Sunday,-117.21003,32.75885
2287,2022-04-11,18:04:05,Monday,-117.13713,32.76961
2288,2022-04-15,17:01:08,Friday,-117.15944,32.79079
2289,2022-04-15,23:02:00,Friday,-117.08804,32.58908
2290,2022-04-16,17:05:00,Saturday,-117.24143,32.9332
2291,2022-04-03,23:03:05,Sunday,-117.14801,32.78799
2292,2022-03-13,03:00:07,Sunday,-117.11298,32.74029
2293,2022-04-16,19:03:08,Saturday,-117.0406,32.57011
2294,2022-04-25,07:02:00,Monday,-117.1564,32.74445
2295,2022-04-21,09:03:05,Thursday,-117.17878,32.84892
2296,2020-11-08,03:03:02,Sunday,-117.23658,32.78895
2297,2020-11-08,17:04:05,Sunday,-117.21562,32.87214
2298,2022-04-20,17:03:05,Wednesday,-117.21072,32.89265
2299,2022-02-18,18:00:00,Friday,-117.12856,32.76593
2300,2022-04-25,08:05:05,Monday,-117.10851,32.73047
2301,2022-04-30,15:03:03,Saturday,-117.24151,32.93422
2302,2022-05-01,15:03:04,Sunday,-117.12358,32.7518
2303,2022-04-28,19:03:09,Thursday,-117.14707,32.78721
2304,2020-07-08,16:02:00,Wednesday,-117.20411,32.82005
2305,2022-02-22,18:01:00,Tuesday,-117.11156,32.77662
2306,2022-05-14,03:05:05,Saturday,-117.24343,32.94927
2307,2022-04-30,17:00:07,Saturday,-116.9708,32.56438
2308,2022-05-11,14:05:00,Wednesday,-117.1104,32.7312
2309,2022-05-24,06:02:06,Tuesday,-117.0362,32.6082
2311,2022-05-30,14:04:05,Monday,-117.11829,32.71706
2312,2020-10-25,13:02:00,Sunday,-117.1402,32.71053
2313,2020-10-16,10:03:00,Friday,-117.26994,32.84481
2314,2022-04-25,06:03:07,Monday,-117.16232,32.78268
2315,2022-05-27,18:03:00,Friday,-116.94865,32.56324
2316,2022-05-28,16:04:07,Saturday,-117.07799,32.66206
2317,2022-06-02,08:04:00,Thursday,-117.13718,32.71329
2318,2022-06-07,22:05:08,Tuesday,-117.16433,32.82137
2320,2020-10-26,21:04:09,Monday,-117.21882,32.80618
2321,2022-06-09,12:01:02,Thursday,-117.11312,32.78123
2322,2022-06-09,16:03:05,Thursday,-117.20546,32.76483
2323,2022-06-11,22:00:00,Saturday,-117.11638,32.82156
2324,2022-06-13,07:04:08,Monday,-117.09769,32.96151
2325,2022-06-16,14:00:00,Thursday,-117.14765,32.70555
2326,2022-06-19,21:02:04,Sunday,-117.11665,32.90942
2327,2020-11-02,17:03:00,Monday,-117.06502,32.57178
2328,2022-06-15,18:00:00,Wednesday,-117.0361,32.54625
2329,2022-01-10,22:01:07,Monday,-117.22813,32.91142
2330,2022-06-19,08:02:00,Sunday,-117.11149,32.77631
2331,2022-06-22,07:02:00,Wednesday,-117.05662,32.64169
2332,2022-06-17,14:01:00,Friday,-117.11691,32.82626
2333,2022-06-26,13:03:03,Sunday,-117.11622,32.90404
2334,2022-06-18,14:04:02,Saturday,-117.18117,32.85268
2335,2020-11-02,12:01:09,Monday,-117.15466,32.71173
2336,2022-06-03,21:03:05,Friday,-117.11767,32.71604
2337,2022-06-24,18:02:00,Friday,-117.21886,32.81026
2338,2022-06-29,07:00:05,Wednesday,-117.15635,32.74751
2339,2020-10-30,21:01:00,Friday,-117.0977,32.78982
2340,2020-10-30,15:00:05,Friday,-117.15505,32.91093
2341,2020-10-30,11:00:05,Friday,-117.15289,32.71261
2343,2020-10-29,07:03:00,Thursday,-117.13525,32.69588
2344,2022-07-02,02:01:00,Saturday,-117.1232,32.69363
2345,2022-07-05,01:00:03,Tuesday,-117.08515,32.98127
2346,2022-07-09,02:01:08,Saturday,-117.03269,32.54431
2347,2022-07-13,23:05:05,Wednesday,-117.03633,32.58701
2349,2020-11-04,14:00:06,Wednesday,-117.22963,32.80142
2350,2022-07-16,16:02:08,Saturday,-117.13596,32.77078
2351,2022-07-18,23:04:09,Monday,-117.12026,32.95653
2352,2022-07-18,17:02:00,Monday,-117.03897,32.85131
2353,2022-07-12,15:02:05,Tuesday,-117.07504,32.72424
2354,2022-07-19,12:04:00,Tuesday,-117.1125,32.86175
2355,2022-07-11,23:00:05,Monday,-117.2308,32.85722
2356,2022-07-19,22:04:08,Tuesday,-117.15332,32.80788
2357,2022-07-21,14:04:05,Thursday,-117.24831,32.9676
2358,2022-07-21,18:01:00,Thursday,-117.14265,32.82946
2359,2022-06-30,02:04:02,Thursday,-117.24422,32.95359
2360,2022-07-23,17:01:00,Saturday,-117.15647,32.74321
2361,2022-07-20,05:03:02,Wednesday,-117.24551,32.95994
2362,2022-07-24,20:03:00,Sunday,-117.05361,32.66544
2363,2022-07-29,06:01:05,Friday,-117.06912,32.72816
2364,2022-07-29,13:02:00,Friday,-117.16873,32.72853
2365,2022-07-11,14:00:00,Monday,-117.15738,32.72371
2367,2022-07-28,04:02:05,Thursday,-117.07777,32.57068
2368,2022-08-04,16:02:00,Thursday,-117.103,32.71871
2369,2022-08-07,08:00:00,Sunday,-117.14211,32.78361
2370,2022-08-10,07:02:07,Wednesday,-117.12162,32.56924
2371,2022-08-11,13:00:00,Thursday,-117.10863,32.7181
2372,2022-08-13,03:05:00,Saturday,-117.07874,33.02166
2373,2022-08-14,22:02:04,Sunday,-117.1481,32.81906
2374,2022-08-11,15:01:06,Thursday,-117.11197,32.76824
2375,2022-08-07,04:01:05,Sunday,-117.0951,32.70477
2376,2022-08-06,01:04:04,Saturday,-117.09657,32.63059
2377,2022-08-11,15:05:00,Thursday,-117.10273,32.71871
2378,2022-08-15,15:01:00,Monday,-117.10969,32.71811
2379,2022-08-05,16:01:02,Friday,-117.12515,32.84162
2380,2022-08-21,15:00:00,Sunday,-117.06673,32.6481
2381,2022-08-18,15:04:05,Thursday,-117.12328,32.75023
2382,2020-11-15,13:01:07,Sunday,-117.15473,32.71574
2383,2022-08-23,17:05:00,Tuesday,-117.09752,32.70792
2384,2022-08-24,16:04:05,Wednesday,-117.13363,32.7131
2385,2020-11-13,07:04:05,Friday,-117.10404,32.75521
2386,2020-11-09,15:01:06,Monday,-117.10088,32.70055
2387,2020-11-07,22:04:07,Saturday,-117.1011,32.82304
2388,2020-11-12,15:00:05,Thursday,-117.12497,32.76337
2389,2022-09-03,06:05:05,Saturday,-117.23875,32.92398
2390,2022-09-06,02:02:00,Tuesday,-117.24082,32.93079
2391,2022-08-28,13:05:08,Sunday,-117.11438,32.85477
2392,2022-09-06,09:04:05,Tuesday,-117.13132,32.71351
2393,2022-09-08,04:02:00,Thursday,-117.18244,32.75951
2394,2022-08-18,15:03:00,Thursday,-117.17432,32.73457
2395,2022-09-09,09:05:00,Friday,-117.11799,32.71408
2396,2022-09-07,18:00:00,Wednesday,-117.16246,32.72289
2397,2022-09-09,08:04:02,Friday,-117.11685,32.82316
2398,2022-09-11,15:00:05,Sunday,-117.15659,32.74206
2399,2022-07-23,20:03:05,Saturday,-117.11639,32.82356
2400,2022-09-09,09:00:01,Friday,-117.22575,32.89762
2401,2022-09-09,12:04:05,Friday,-117.11154,32.7765
2402,2022-09-09,15:04:00,Friday,-117.08155,32.57568
2403,2022-09-10,03:04:00,Saturday,-117.05128,32.77645
2404,2022-09-12,15:00:08,Monday,-117.11127,32.6697
2405,2022-09-14,06:01:05,Wednesday,-117.10883,32.76076
2406,2022-09-21,05:05:05,Wednesday,-117.12108,32.6959
2407,2022-09-27,16:01:00,Tuesday,-117.2081,32.79382
2408,2020-11-13,18:00:07,Friday,-117.20617,32.96186
2409,2022-09-28,16:02:00,Wednesday,-117.2161,32.89602
2410,2022-09-28,19:01:09,Wednesday,-117.07087,32.85206
2411,2022-09-28,21:05:04,Wednesday,-117.11187,32.77522
2412,2020-10-28,19:04:00,Wednesday,-117.15833,32.71151
2413,2022-09-30,07:03:00,Friday,-117.15962,32.72305
2414,2022-09-30,14:04:05,Friday,-117.03925,32.54862
2415,2022-09-27,15:01:05,Tuesday,-117.1201,32.70236
2416,2022-09-30,19:04:00,Friday,-117.08403,32.71902
2417,2020-11-16,12:00:00,Monday,-117.08882,33.00818
2418,2022-10-07,03:03:07,Friday,-117.02589,32.84534
2419,2022-10-11,06:03:00,Tuesday,-117.13537,32.6962
2420,2022-10-02,21:04:00,Sunday,-117.25295,32.9791
2421,2022-10-13,11:04:05,Thursday,-117.24143,32.9332
2422,2022-10-13,15:04:00,Thursday,-116.95164,32.56395
2423,2022-10-14,15:00:00,Friday,-117.06914,32.56237
2424,2022-10-14,18:04:08,Friday,-117.15839,32.72355
2425,2022-10-15,10:03:00,Saturday,-117.14555,32.76779
2426,2022-10-20,06:03:00,Thursday,-117.00221,32.56583
2428,2020-12-01,15:04:09,Tuesday,-117.0929,32.73531
2429,2022-10-26,14:03:00,Wednesday,-117.06033,32.77855
2430,2022-10-26,18:01:05,Wednesday,-117.19952,32.75344
2431,2022-08-22,01:01:00,Monday,-117.20745,32.7918
2432,2022-10-27,16:02:00,Thursday,-117.08301,32.99789
2433,2022-10-25,19:00:08,Tuesday,-117.1535,32.76534
2434,2022-10-29,02:03:00,Saturday,-117.1066,32.94663
2435,2022-10-30,21:03:05,Sunday,-117.22147,32.75639
2436,2022-10-31,13:01:00,Monday,-117.08518,32.98154
2437,2022-11-08,15:00:05,Tuesday,-117.03652,32.59109
2438,2022-11-10,08:04:05,Thursday,-117.20475,32.76315
2439,2022-11-11,09:02:03,Friday,-117.1554,32.7242
2440,2022-11-12,19:00:01,Saturday,-117.22349,32.81611
2441,2020-12-09,02:50:00,Wednesday,-117.22269,32.83463
2442,2020-11-21,19:04:01,Saturday,-117.11229,32.68337
2443,2022-11-19,14:05:07,Saturday,-117.11246,32.74194
2444,2022-11-23,20:03:05,Wednesday,-117.06454,32.77951
2445,2022-12-02,18:01:07,Friday,-117.19125,32.76031
2446,2022-11-14,17:04:09,Monday,-117.19753,32.76087
2447,2022-11-19,03:02:08,Saturday,-117.08341,32.99363
2449,2022-11-25,15:05:03,Friday,-117.18561,32.74384
2450,2022-11-29,03:05:08,Tuesday,-117.1185,32.84258
2451,2022-11-30,15:03:05,Wednesday,-117.11948,32.71555
2452,2022-12-09,21:05:00,Friday,-117.11412,32.78357
2453,2022-12-06,06:05:00,Tuesday,-117.12241,32.69379
2454,2022-12-07,07:04:08,Wednesday,-117.09205,32.71794
2455,2022-12-07,09:04:00,Wednesday,-117.09899,32.70988
2457,2022-12-08,15:02:00,Thursday,-117.11114,32.7316
2458,2022-12-10,15:05:00,Saturday,-117.14776,32.71005
2459,2022-12-11,13:00:01,Sunday,-117.14776,32.71
2460,2022-12-12,09:05:00,Monday,-117.11972,32.71696
2461,2022-12-15,20:03:00,Thursday,-117.07849,33.01636
2462,2022-12-17,12:04:00,Saturday,-117.10859,32.74935
2463,2022-12-17,22:01:00,Saturday,-117.08252,32.98743
2465,2022-12-19,13:01:00,Monday,-117.15642,32.74458
2466,2020-11-26,19:04:08,Thursday,-117.20514,32.82197
2467,2022-12-15,17:04:00,Thursday,-117.24268,32.94528
2468,2020-11-18,14:01:06,Wednesday,-117.03933,32.58374
2469,2020-11-25,20:05:04,Wednesday,-117.0977,32.78975
2470,2020-11-26,16:03:00,Thursday,-117.09463,32.69019
2471,2020-11-24,12:02:00,Tuesday,-117.10103,32.82302
2472,2020-11-25,10:04:00,Wednesday,-117.04812,33.03685
2473,2020-11-25,13:03:09,Wednesday,-117.27194,32.84289
2474,2020-11-25,15:04:03,Wednesday,-117.17138,32.74895
2475,2020-11-28,16:03:05,Saturday,-117.2335,32.8014
2476,2020-11-24,07:00:03,Tuesday,-117.1556,32.71363
2477,2022-12-27,22:04:07,Tuesday,-117.22816,32.83921
2479,2022-12-29,13:03:00,Thursday,-117.04276,32.55029
2480,2022-12-02,10:03:00,Friday,-117.20458,32.76247
2481,2020-11-21,09:05:06,Saturday,-117.08678,32.76094
2482,2020-11-16,11:05:02,Monday,-117.21421,32.76179
2483,2022-12-31,23:04:05,Saturday,-117.08958,32.68496
2484,2022-11-09,23:01:02,Wednesday,-117.03897,32.54926
2485,2022-12-23,12:04:06,Friday,-117.08975,32.60354
2486,2022-12-08,18:02:04,Thursday,-117.2002,32.75393
2487,2022-11-13,14:01:07,Sunday,-117.09657,32.58378
2488,2020-12-31,18:00:06,Thursday,-117.1024,32.69418
2489,2022-11-06,12:01:05,Sunday,-117.09212,32.71795
2490,2022-11-08,18:04:05,Tuesday,-117.19576,32.74973
2491,2020-08-15,16:04:05,Saturday,-117.06132,32.72138
2492,2020-12-07,21:02:09,Monday,-117.11184,32.69604
2493,2022-11-22,15:00:00,Tuesday,-117.08605,32.97916
2494,2022-10-04,18:04:08,Tuesday,-117.13588,32.77689
2495,2020-12-14,21:04:05,Monday,-117.1435,32.70234
2496,2020-12-09,18:01:04,Wednesday,-117.17572,32.82024
2497,2020-12-09,14:04:00,Wednesday,-117.12285,32.76335
2498,2020-12-22,10:04:02,Tuesday,-117.25292,32.78473
2499,2020-12-18,09:02:09,Friday,-117.18159,32.78981
2500,2020-12-10,09:04:05,Thursday,-117.1545,32.77931
2501,2020-12-06,10:04:08,Sunday,-117.08173,32.5643
2502,2020-12-11,18:05:00,Friday,-117.06257,32.75062
2503,2020-12-26,20:05:05,Saturday,-117.08256,32.72569
2504,2020-12-11,10:02:00,Friday,-117.05414,32.57379
2505,2020-12-30,15:02:08,Wednesday,-117.18238,32.8352
2506,2020-11-09,05:05:00,Monday,-117.21886,32.75486
2507,2020-12-14,13:00:04,Monday,-117.24883,32.72941
2508,2020-12-18,12:03:00,Friday,-117.12672,32.75848
2509,2020-12-18,21:05:01,Friday,-117.08503,32.7105
2510,2020-12-19,15:04:07,Saturday,-117.16016,32.71674
2511,2022-12-06,21:02:00,Tuesday,-117.16239,32.78215
2512,2020-11-09,18:05:03,Monday,-117.25695,32.84987
2513,2020-05-23,11:04:06,Saturday,-117.24622,32.75178
2514,2020-12-31,14:04:05,Thursday,-117.26865,32.84601
2515,2020-12-30,18:02:08,Wednesday,-116.94243,32.55406
2516,2021-01-03,16:02:06,Sunday,-117.15052,32.71262
2517,2021-01-04,11:00:01,Monday,-117.10161,32.77729
2518,2021-01-06,15:01:00,Wednesday,-117.11067,32.80377
2519,2021-01-06,11:03:04,Wednesday,-117.04608,32.80394
2520,2021-01-07,13:04:06,Thursday,-117.24193,32.74821
2521,2021-01-06,08:01:09,Wednesday,-117.11097,32.70128
2522,2021-01-07,16:04:00,Thursday,-117.10099,32.73872
2523,2021-01-08,18:01:03,Friday,-117.10404,32.75521
2524,2021-01-07,18:03:00,Thursday,-117.12743,32.70642
2525,2021-01-01,14:03:04,Friday,-117.05402,32.58386
2526,2020-09-28,23:04:02,Monday,-117.06799,32.70936
2527,2020-12-09,20:05:08,Wednesday,-117.07581,32.7233
2528,2021-01-14,09:00:00,Thursday,-117.1611,32.71885
2529,2021-01-11,10:01:03,Monday,-117.15187,32.70943
2530,2021-01-12,13:05:06,Tuesday,-117.13545,32.70527
2531,2021-01-18,16:04:05,Monday,-117.11475,32.75327
2532,2021-01-15,04:02:09,Friday,-117.03276,32.59487
2533,2021-01-15,13:04:00,Friday,-117.20481,32.75529
2534,2021-01-02,17:05:03,Saturday,-117.20874,32.76716
2535,2021-01-12,13:03:05,Tuesday,-117.12718,32.74849
2536,2020-12-31,14:00:00,Thursday,-117.15191,32.71154
2537,2021-01-28,23:01:05,Thursday,-117.16917,32.71787
2539,2021-01-28,08:02:00,Thursday,-117.23861,32.79234
2540,2021-01-29,17:03:02,Friday,-117.16638,32.76146
2541,2021-02-08,17:03:04,Monday,-117.27093,32.84386
2542,2021-02-01,15:00:05,Monday,-117.11029,32.69606
2543,2021-02-04,21:00:09,Thursday,-117.21103,32.79829
2544,2021-02-06,13:01:07,Saturday,-117.08493,32.72472
2545,2021-01-31,08:03:00,Sunday,-117.02585,32.69751
2546,2021-02-17,09:05:03,Wednesday,-117.15662,32.76459
2547,2021-02-25,21:04:02,Thursday,-117.13811,32.69214
2548,2021-01-22,23:00:00,Friday,-117.08239,32.99978
2549,2021-01-23,11:04:09,Saturday,-117.1184,32.89374
2550,2021-02-09,16:02:06,Tuesday,-117.08495,32.72142
2551,2021-01-08,05:00:09,Friday,-117.10569,32.74968
2552,2021-02-10,02:05:02,Wednesday,-117.14946,32.70814
2553,2021-02-11,07:04:06,Thursday,-117.09698,32.58291
2554,2021-02-25,21:04:00,Thursday,-117.1402,32.80993
2555,2021-02-28,21:00:09,Sunday,-117.13458,32.73707
2556,2021-02-21,13:02:07,Sunday,-117.24194,32.76765
2557,2021-03-02,15:00:03,Tuesday,-117.0928,32.6395
2558,2021-03-03,18:03:00,Wednesday,-117.06017,32.76551
2559,2021-02-12,02:00:00,Friday,-117.15471,32.71679
2560,2021-02-14,01:03:00,Sunday,-117.1033,32.74589
2561,2021-02-14,07:02:00,Sunday,-117.11943,32.68137
2562,2021-02-11,15:04:02,Thursday,-117.0923,32.74955
2563,2021-02-19,16:02:00,Friday,-117.23099,32.87184
2564,2021-02-17,21:00:00,Wednesday,-117.16985,32.72514
2565,2021-02-21,15:02:06,Sunday,-117.19487,32.8329
2566,2021-02-19,13:01:07,Friday,-117.08331,32.79288
2567,2021-02-21,14:03:00,Sunday,-117.09232,32.74734
2568,2021-02-17,11:02:00,Wednesday,-117.11201,32.73968
2569,2021-02-23,15:05:00,Tuesday,-117.10023,32.75514
2571,2021-02-27,13:04:05,Saturday,-117.12423,32.79471
2572,2021-02-28,07:01:05,Sunday,-117.15383,32.76811
2573,2021-02-09,08:05:08,Tuesday,-117.01601,32.57228
2574,2021-03-08,15:01:01,Monday,-117.04015,32.67908
2575,2021-03-07,11:02:00,Sunday,-117.15312,32.95935
2576,2021-03-09,18:02:00,Tuesday,-117.19332,32.82858
2577,2021-03-09,19:04:00,Tuesday,-117.06416,32.7614
2578,2021-03-20,17:04:02,Saturday,-117.24072,32.8058
2579,2021-03-16,17:04:05,Tuesday,-117.16386,32.72096
2580,2021-03-18,09:04:09,Thursday,-117.07192,32.79729
2581,2021-03-20,10:04:08,Saturday,-117.11684,32.75493
2582,2021-03-27,12:01:05,Saturday,-117.1103,32.92063
2583,2021-03-27,21:02:04,Saturday,-117.14662,32.699
2584,2021-03-24,16:04:00,Wednesday,-117.18055,32.7389
2585,2021-04-01,10:01:03,Thursday,-117.23705,32.751
2586,2021-04-01,14:00:00,Thursday,-117.2228,32.86135
2588,2021-04-03,08:04:05,Saturday,-117.1463,32.75532
2589,2021-04-01,21:00:06,Thursday,-117.15926,32.71134
2590,2021-03-04,08:03:04,Thursday,-117.09697,32.58378
2591,2021-03-14,14:01:05,Sunday,-117.07621,32.92313
2592,2021-03-14,14:05:00,Sunday,-117.08207,32.979
2593,2021-03-01,16:03:00,Monday,-117.24584,32.74368
2594,2021-03-15,20:03:00,Monday,-117.20981,32.75326
2595,2021-03-23,17:03:00,Tuesday,-117.08747,32.58636
2596,2021-03-16,11:01:03,Tuesday,-117.23225,33.19299
2597,2021-03-16,15:01:06,Tuesday,-117.03241,32.58372
2598,2021-03-19,14:03:00,Friday,-117.15839,32.71989
2599,2021-03-20,14:01:00,Saturday,-117.20221,32.7903
2600,2021-03-19,15:01:09,Friday,-117.11575,32.75517
2601,2021-03-18,17:04:01,Thursday,-117.0845,32.71045
2602,2021-03-24,21:03:03,Wednesday,-117.06156,32.66386
2603,2021-03-26,17:04:05,Friday,-117.19601,32.83768
2604,2021-03-23,05:03:00,Tuesday,-117.20468,32.85461
2605,2021-04-10,10:05:06,Saturday,-117.10083,32.75507
2606,2021-03-05,11:02:00,Friday,-117.09698,32.7724
2607,2021-04-01,22:03:00,Thursday,-117.12754,32.80977
2608,2021-04-12,23:03:00,Monday,-117.08701,32.74904
2609,2021-04-11,15:01:08,Sunday,-117.16204,32.72094
2610,2021-04-08,14:05:09,Thursday,-117.15335,32.80193
2611,2021-04-08,09:04:04,Thursday,-117.13678,32.74845
2612,2021-04-12,15:02:00,Monday,-117.25692,32.8012
2613,2021-04-16,16:05:00,Friday,-117.22567,32.91366
2614,2021-04-17,19:01:06,Saturday,-117.23702,32.93476
2615,2021-04-12,16:01:02,Monday,-117.21632,32.73881
2616,2020-12-06,21:05:04,Sunday,-117.08573,32.75695
2617,2021-04-25,17:02:00,Sunday,-117.25076,32.74669
2618,2021-05-01,16:04:01,Saturday,-117.05808,32.58135
2619,2021-05-03,22:02:03,Monday,-117.15346,32.75213
2620,2021-05-02,11:00:08,Sunday,-117.27264,32.83719
2621,2021-05-11,02:50:00,Tuesday,-117.2279,32.72618
2622,2021-05-21,23:00:02,Friday,-117.24901,32.74434
2623,2021-05-20,18:02:03,Thursday,-117.13884,32.75851
2624,2021-05-20,10:05:00,Thursday,-117.14394,32.7052
2625,2021-05-31,11:00:05,Monday,-117.11687,32.96037
2626,2021-05-04,22:03:08,Tuesday,-117.14642,32.75408
2627,2021-05-03,14:05:04,Monday,-117.07668,33.01514
2628,2021-03-17,22:01:01,Wednesday,-117.25493,32.79473
2629,2021-04-10,20:00:05,Saturday,-117.151,32.71153
2630,2021-04-17,20:03:04,Saturday,-117.10998,32.91082
2631,2021-04-19,21:02:05,Monday,-117.20893,32.74257
2632,2021-04-20,15:00:01,Tuesday,-117.17106,32.71147
2633,2021-04-24,19:01:05,Saturday,-117.22619,32.75889
2634,2021-04-24,22:02:04,Saturday,-117.20742,32.8741
2635,2021-04-17,01:03:00,Saturday,-117.17445,32.9071
2636,2021-04-21,20:02:06,Wednesday,-117.15828,32.7094
2637,2021-04-27,14:00:00,Tuesday,-117.16711,32.82059
2638,2021-05-06,20:04:06,Thursday,-117.21416,32.87261
2639,2021-05-04,18:01:04,Tuesday,-117.17115,32.72268
2640,2021-05-07,14:01:00,Friday,-117.20688,32.7882
2641,2021-05-09,20:00:05,Sunday,-117.15836,32.71572
2642,2021-05-08,02:01:01,Saturday,-117.24373,32.87555
2643,2021-05-08,01:00:05,Saturday,-117.25021,32.74475
2644,2021-05-07,23:00:00,Friday,-117.23861,32.79234
2645,2021-05-06,08:02:09,Thursday,-117.13465,32.74099
2646,2021-05-22,17:03:02,Saturday,-117.21292,32.79868
2647,2021-06-13,16:02:09,Sunday,-117.10187,32.75706
2648,2021-04-13,19:02:08,Tuesday,-117.1459,32.90681
2649,2021-04-22,07:05:00,Thursday,-117.06692,32.76043
2650,2021-03-31,13:04:07,Wednesday,-117.15541,32.88911
2651,2021-04-18,01:02:09,Sunday,-117.16016,32.71441
2652,2021-04-06,19:03:05,Tuesday,-117.05532,32.67596
2653,2021-04-13,14:04:02,Tuesday,-117.08504,32.70862
2654,2021-05-05,21:02:04,Wednesday,-117.10905,32.74815
2655,2021-05-26,09:05:02,Wednesday,-117.1665,32.71665
2656,2021-05-12,16:01:08,Wednesday,-117.21103,32.79829
2657,2021-05-18,16:04:06,Tuesday,-117.13569,32.91717
2658,2021-05-14,23:00:00,Friday,-117.25126,32.79553
2659,2021-05-17,10:02:02,Monday,-117.0653,32.57428
2660,2021-05-17,14:04:07,Monday,-117.02326,32.92569
2661,2021-05-13,07:00:00,Thursday,-117.11038,32.71939
2662,2021-05-13,19:04:05,Thursday,-117.16171,32.74999
2663,2021-05-19,15:05:05,Wednesday,-117.15132,32.80339
2664,2021-05-14,16:02:00,Friday,-117.0506,32.72821
2665,2021-05-11,10:04:00,Tuesday,-117.1612,32.73138
2666,2021-05-15,11:01:02,Saturday,-117.25731,32.93591
2667,2021-05-22,11:03:02,Saturday,-117.15281,32.71154
2668,2021-05-24,22:01:05,Monday,-117.22439,32.75776
2669,2021-05-29,19:04:00,Saturday,-117.22947,32.73172
2670,2021-05-21,17:04:09,Friday,-117.09891,32.89953
2671,2021-05-22,12:05:03,Saturday,-117.08009,32.70678
2672,2021-05-24,16:05:02,Monday,-117.07742,32.75812
2673,2021-05-20,14:04:00,Thursday,-117.14626,32.75722
2674,2021-04-25,15:00:07,Sunday,-117.25839,32.80603
2675,2021-06-04,18:01:02,Friday,-117.04626,32.75446
2676,2021-06-04,17:02:02,Friday,-117.10202,32.74962
2677,2021-05-27,08:02:04,Thursday,-117.07376,32.57532
2678,2021-05-31,20:03:00,Monday,-117.1009,32.7496
2679,2021-05-23,16:04:01,Sunday,-117.13686,32.7503
2680,2021-06-19,20:01:05,Saturday,-117.22929,32.80035
2681,2021-05-26,08:00:00,Wednesday,-117.22976,32.93821
2682,2021-05-31,03:01:05,Monday,-117.24088,32.8267
2683,2021-06-03,01:02:01,Thursday,-117.1953,32.79975
2684,2021-06-05,21:03:00,Saturday,-117.2011,32.75539
2685,2021-06-05,14:01:00,Saturday,-117.1459,32.90681
2686,2021-06-10,09:05:05,Thursday,-117.10246,32.68981
2687,2021-06-05,11:00:05,Saturday,-117.15924,32.7145
2688,2021-06-05,02:50:00,Saturday,-117.2279,32.72618
2689,2021-06-13,14:01:07,Sunday,-117.12522,32.70227
2690,2021-06-11,20:05:00,Friday,-117.16681,32.76989
2691,2021-06-17,10:01:02,Thursday,-117.18172,32.81934
2692,2021-06-07,10:03:08,Monday,-117.14587,32.69988
2693,2021-06-07,15:03:00,Monday,-116.96241,32.56598
2694,2021-06-04,20:04:03,Friday,-117.15434,32.70282
2695,2021-07-21,14:01:06,Wednesday,-117.03645,32.54398
2696,2021-07-11,23:01:00,Sunday,-117.16571,32.7272
2697,2021-06-27,19:04:03,Sunday,-117.10374,32.71401
2699,2021-06-17,10:03:04,Thursday,-117.12952,32.7043
2700,2021-06-21,17:00:03,Monday,-117.26865,32.84787
2701,2021-06-05,20:02:01,Saturday,-117.18055,32.7389
2702,2021-06-21,10:03:01,Monday,-117.1694,32.78095
2703,2021-06-23,14:00:00,Wednesday,-117.2248,32.72798
2704,2021-06-28,23:00:00,Monday,-117.25178,32.74731
2705,2021-06-22,13:01:05,Tuesday,-117.20282,32.78007
2706,2021-07-04,10:01:03,Sunday,-117.06448,32.75286
2707,2021-07-04,20:03:04,Sunday,-117.16111,32.72205
2708,2021-07-03,21:00:01,Saturday,-117.24261,32.87045
2709,2021-07-12,15:04:04,Monday,-117.19698,32.7653
2710,2021-07-07,19:05:00,Wednesday,-117.27713,32.8335
2711,2021-07-08,10:00:08,Thursday,-117.16864,32.74897
